5638,2.44,5.73,3.29
5739,4.27,-2.44,1.34
5840,-3.05,5.37,-0.73
5941,-0.73,2.20,-5.49
6042,-1.22,-2.07,1.34
6143,-2.56,-4.51,-4.88
6244,-3.29,-5.86,3.17
6345,4.03,-4.88,0.00
6445,-3.90,-2.68,-3.66
6546,3.29,-1.46,0.12
6647,3.66,1.71,3.90
hlw: 2270
6748,-2.56,-4.39,1.83
6849,-4.51,-1.10,2.44
6950,-0.49,3.42,-1.95
7051,5.86,4.39,5.00
7152,0.00,0.00,5.49
7252,-0.85,8.78,-4.39
7353,-0.49,6.59,-2.56
7454,1.46,2.81,-0.49
7555,-3.42,0.61,-8.05
7656,5.98,4.27,-3.17
hlw: 2270
7757,2.93,0.49,-1.95
7858,-3.42,2.56,-2.68
7959,-3.90,3.05,2.81
8060,-2.20,-0.85,5.12
8161,-4.39,-0.37,-1.59
8262,3.78,5.00,3.78
8363,1.83,2.32,2.44
8464,-1.34,-3.05,0.73
8565,2.93,-0.85,-1.83
8666,-5.61,-16.59,15.01
8767,-23.55,1.10,-15.13
hlw: 2270
8868,-55.51,54.78,5.25
8969,-62.10,60.88,-42.33
9070,57.83,460.92,15.01
9171,36.97,-25.01,-6.10
9272,42.09,27.33,1.46
9373,-160.67,-220.58,64.54
9474,108.82,125.42,-42.70
9575,-96.01,-30.13,18.30
9676,117.24,130.05,-33.31
9777,-76.37,-24.89,10.98
hlw: 2270
9878,-155.43,-71.25,50.26
9979,78.32,116.75,-39.65
10080,18.67,67.10,-31.84
10181,-75.64,-129.56,29.40
10282,-30.74,-61.61,11.71
10383,163.85,199.84,-31.11
10484,67.22,-54.78,8.30
10585,2.93,1.46,1.34
10686,-7.69,1.10,1.46
10787,-76.98,-13.79,26.84
10888,-183.61,-96.50,25.99
hlw: 2270
10989,123.10,91.87,-90.04
11090,-118.46,-120.66,43.80
11191,194.96,140.06,-94.06
11292,-70.76,-49.41,29.77
11393,129.08,68.44,-57.34
11494,-46.48,2.93,17.08
11595,2.81,15.98,25.50
11696,21.35,47.09,-33.55
11797,-218.14,-95.65,139.20
11898,77.35,56.73,-55.14
hlw: 2270
11999,-244.49,-99.67,147.50
12100,92.60,51.36,-82.35
12201,-142.86,-216.55,100.77
12302,127.25,90.65,-96.50
12403,36.48,-14.03,-21.84
12504,-12.57,-27.94,60.76
12605,-38.06,-79.54,46.85
12706,88.45,109.43,-117.61
12807,-30.99,68.44,79.79
12908,-1.71,8.91,-0.12
13009,-19.28,54.05,32.57
hlw: 2270
13110,-22.57,-12.32,-26.47
13211,40.75,55.51,6.59
13312,-12.08,16.23,7.20
13413,-43.31,-59.54,23.67
13514,-37.33,96.38,25.62
13615,29.65,114.92,11.71
13716,32.33,69.05,-2.07
13817,-6.10,-196.30,-54.53
13918,-13.79,15.49,7.20
14019,-24.64,256.08,55.39
hlw: 2270
14120,-79.79,5.98,3.66
14221,-7.81,-266.94,-37.45
14322,127.12,-73.69,-53.68
14423,107.36,196.30,15.62
14524,-83.08,324.52,50.02
14625,-183.24,-133.22,4.27
14726,23.18,-258.76,-46.36
14827,90.16,-111.26,-9.27
14928,88.57,147.99,13.42
15029,-136.88,240.58,50.02
15130,-44.77,-244.12,-35.75
hlw: 2270
15231,93.70,-160.55,-10.25
15332,98.21,218.62,40.38
15433,-108.95,164.94,51.36
15534,-59.05,-272.91,-44.29
15635,123.95,-171.65,20.01
15736,79.79,322.32,57.83
15837,-177.88,49.04,41.60
15938,-51.61,-305.98,-47.46
16039,136.27,10.98,15.25
16140,98.21,284.02,52.34
hlw: 2270
16241,-182.27,81.74,35.01
16342,-144.20,-319.64,-96.14
16443,100.53,-67.71,21.47
16544,135.05,206.91,56.61
16645,-136.40,161.89,40.14
16746,-76.25,-310.12,-67.10
16847,136.52,27.45,8.17
16948,72.71,223.50,16.23
17049,56.12,-148.84,31.60
17150,66.86,-126.64,24.03
hlw: 2270
17251,105.04,-54.66,-23.55
17352,10.74,-56.36,-7.81
17453,-5.00,5.49,-0.12
17554,3.90,-0.61,-6.83
17655,-2.56,-3.29,4.15
17756,7.56,4.03,-0.24
17857,-2.56,-1.10,5.00
17958,-3.17,-0.49,5.98
18059,2.44,-1.71,-4.76
18160,-6.47,-0.12,-5.86
18261,-2.81,8.54,-11.22
hlw: 2270
18362,5.00,-0.49,-2.32
18463,-2.81,-3.42,-0.49
