3030,12.27,139.71,963.87
3131,12.45,141.72,965.15
3232,8.61,141.72,966.43
3333,10.25,142.09,967.16
3434,8.97,140.26,963.32
3535,8.79,140.26,963.87
3636,9.89,141.17,966.06
3737,10.25,140.62,966.98
3838,11.35,142.46,965.70
3939,13.00,141.17,965.33
4040,8.79,140.99,964.23
4141,10.80,140.08,965.15
4242,10.62,140.62,965.88
4343,10.62,141.72,965.88
4444,9.70,142.82,965.33
4545,8.79,140.99,964.78
4646,9.16,142.64,965.70
4747,12.63,140.81,964.42
4848,10.07,141.72,964.97
4949,8.79,142.82,965.33
5050,10.44,142.64,962.77
5151,11.90,143.19,966.43
5252,9.52,140.44,963.87
5353,12.08,143.19,966.25
5454,8.06,142.64,965.88
5555,9.89,141.54,965.33
5656,8.97,141.36,965.52
5757,8.79,140.26,964.60
5858,10.07,141.36,966.43
5959,9.52,141.36,964.78
6060,9.34,140.99,964.05
6161,13.73,141.72,966.06
6262,11.72,141.91,963.32
6363,8.97,140.81,967.16
6464,11.54,139.71,966.98
6565,13.37,140.44,964.78
6666,12.45,138.24,965.33
6767,12.45,141.72,963.87
6868,11.35,143.19,963.50
6969,9.34,140.26,966.06
7070,12.08,140.81,966.06
7171,11.17,140.08,963.32
7272,12.82,140.99,964.97
7373,12.27,140.44,964.60
7474,9.89,139.16,966.80
7575,10.25,140.44,964.60
7676,11.54,144.10,964.05
7777,10.80,141.17,965.33
7878,9.52,141.36,967.53
7979,11.54,140.44,963.13
8080,10.07,141.54,965.33
8181,9.89,140.62,963.87
8282,10.25,142.27,965.52
8383,11.90,140.08,964.97
8484,10.62,141.91,964.60
8585,9.89,140.62,964.97
8686,9.70,142.27,966.43
8787,9.70,141.17,963.50
8888,9.89,138.43,965.88
8989,11.72,141.36,965.52
9090,10.99,141.36,964.05
9191,7.87,142.64,965.15
9292,7.87,140.62,964.78
9393,12.63,139.53,964.60
9494,8.79,140.81,964.42
9595,10.80,142.64,965.70
9696,12.27,142.82,965.88
9797,13.37,139.89,964.42
9898,8.42,140.44,963.13
9999,11.17,142.27,964.97
10100,9.70,140.08,965.70
10201,9.89,139.71,965.70
10302,13.73,139.16,965.52
10403,10.99,140.26,964.23
10504,11.54,141.54,963.87
10605,10.07,139.16,966.25
10706,14.10,138.79,963.13
10807,22.52,129.27,979.80
10908,28.56,136.23,964.42
11009,27.65,136.23,955.63
11110,5.86,140.26,969.91
11211,1.83,138.43,963.13
11312,-2.75,143.55,965.70
11413,4.21,134.58,966.98
11514,18.68,143.19,961.67
11615,31.13,156.56,988.95
11716,-13.92,118.47,986.76
11817,9.70,151.61,948.30
11918,135.86,136.05,956.18
12019,166.08,76.90,953.61
12120,223.02,88.99,979.98
12221,263.85,61.89,916.08
12322,353.94,21.79,896.67
12423,441.83,-0.55,878.17
12524,510.86,-66.47,815.55
12625,589.97,-78.74,777.65
12726,664.67,-110.41,688.29
12827,716.67,-149.96,633.00
12928,762.27,-163.88,567.44
13029,799.99,-176.15,518.19
13130,831.48,-193.36,441.83
13231,863.16,-183.47,390.75
13332,908.20,-215.88,353.03
13433,911.68,-239.32,254.88
13534,932.92,-210.39,218.26
13635,937.68,-291.87,182.37
13736,958.56,-178.71,113.34
13837,970.09,-172.49,95.40
13938,937.68,-167.18,72.33
14039,929.63,-149.05,92.83
14140,914.06,-121.58,159.85
14241,879.09,-36.80,289.31
14342,902.16,-7.69,359.44
14443,890.44,12.27,421.69
14544,871.77,64.45,460.88
14645,830.93,72.88,468.57
14746,774.54,114.44,540.34
14847,672.18,165.53,634.83
14948,637.21,200.13,642.88
15049,503.91,228.52,802.19
15150,440.37,266.60,845.58
15251,325.56,270.26,832.21
15352,315.86,265.50,853.64
15453,274.66,266.60,905.82
15554,284.36,200.87,880.92
15655,294.98,175.42,905.64
15756,248.29,143.92,988.95
15857,166.08,224.85,867.74
15958,0.18,181.09,1242.00
16059,51.09,217.71,1016.05
16160,20.69,131.47,975.40
16261,-10.62,144.47,1141.48
16362,13.37,164.79,968.81
16463,12.82,161.32,961.49
16564,15.38,164.98,964.05
