2525,1.10,48.89,973.75
2626,1.46,51.45,975.40
2727,2.93,46.69,977.60
2828,3.85,51.64,977.42
2929,4.21,48.16,975.40
3030,1.28,48.16,973.02
3131,0.00,49.44,978.52
3232,4.21,49.26,974.67
3333,4.39,48.34,975.95
3434,2.01,49.80,975.22
2273
3535,5.31,49.62,974.85
3636,3.30,47.79,974.67
3737,2.20,47.79,971.92
3838,2.56,49.80,975.22
3939,1.65,48.34,975.59
4040,-0.18,46.69,973.21
4141,2.20,49.44,974.67
4242,1.10,46.69,975.59
4343,1.10,49.07,972.29
4444,3.30,48.52,973.57
4545,2.38,48.89,974.30
2273
4646,4.76,47.42,975.40
4747,0.92,45.41,975.59
4848,0.92,49.80,973.02
4949,1.65,48.52,974.67
5050,0.73,47.97,974.85
5151,3.48,48.16,975.22
5252,5.86,48.89,973.94
5353,1.46,48.52,975.59
5454,3.11,48.34,974.49
5555,1.46,48.71,975.04
5656,3.11,49.62,973.57
2273
5757,2.93,47.97,975.40
5858,3.11,49.99,973.02
5959,2.38,48.71,973.02
6060,4.76,49.26,975.22
6161,2.38,49.26,975.04
6262,4.21,49.62,974.30
6363,3.30,47.97,974.67
6464,2.75,48.52,973.57
6565,3.66,49.44,975.04
6666,2.01,48.34,975.59
2273
6767,3.30,48.52,975.22
6868,3.85,49.07,976.14
6969,3.48,48.52,974.85
7070,1.83,47.42,974.85
7171,6.04,47.42,974.85
7272,3.11,47.42,975.59
7373,2.38,48.89,975.40
7474,1.28,47.97,973.94
7575,4.76,49.07,975.04
7676,0.18,48.71,974.49
7777,2.38,50.54,976.50
2273
7878,2.38,46.88,975.95
7979,2.56,49.99,973.57
8080,3.48,49.26,974.30
8181,4.03,47.61,974.67
8282,2.93,50.17,973.39
8383,4.76,46.51,974.30
8484,0.55,46.69,973.39
8585,2.56,46.88,974.67
8686,2.20,49.99,974.85
8787,2.01,46.88,974.49
2273
8888,2.75,47.97,974.30
8989,2.93,49.26,976.14
9090,1.83,49.62,976.50
9191,1.65,47.61,976.32
9292,3.48,47.79,974.12
9393,4.94,49.99,975.77
9494,2.01,48.89,974.49
9595,2.56,50.54,973.57
9696,1.83,47.61,974.49
9797,4.58,48.16,977.05
9898,2.75,48.34,974.67
2273
9999,2.01,48.89,973.75
10100,0.18,49.07,973.75
10201,3.11,50.54,972.11
10302,2.93,48.89,975.40
10403,2.56,48.71,973.02
10504,0.18,48.52,977.42
10605,2.75,47.61,974.67
10706,2.56,48.16,974.67
10807,4.76,46.69,975.77
10908,2.75,48.52,973.39
11009,2.01,48.71,974.85
2273
11110,1.28,47.61,975.22
11211,2.20,49.07,975.40
11312,1.65,47.79,974.85
11413,4.03,50.17,975.95
11514,3.30,47.42,977.05
11615,3.85,48.52,974.30
11716,3.85,50.72,974.30
11817,4.21,46.33,974.67
11918,2.38,48.89,973.75
12019,3.11,49.44,976.50
2273
12120,5.49,49.62,975.77
12221,3.48,48.89,973.57
12322,5.86,47.79,976.14
12423,4.03,48.52,976.87
12524,2.38,49.80,975.22
12625,4.76,49.62,976.32
12726,2.56,48.34,974.49
12827,3.66,49.07,976.87
12928,0.37,48.52,973.57
13029,3.11,49.62,973.02
13130,1.65,49.26,975.59
2273
